coefficients,x_known,y_known,z_known,e_known,hyperparameter,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand
"[-0.30676968  1.68583819  0.41884215 -0.05920117  1.74812396  0.70010948
 -0.06996501  1.50721366  0.41981573  0.46822741  1.48376571  0.51189347]","[1.26 1.26 1.26 1.26 1.26 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.65
 1.65 1.65 1.65 1.65 1.65 1.65 1.65 1.65 1.98 1.98 1.98 1.98 1.98 1.98]","[-0.79 -0.18  0.01  0.37  0.56 -0.81 -0.48 -0.38 -0.07  0.15  0.38  0.55
  0.7  -0.67 -0.61 -0.39 -0.25 -0.07  0.23  0.33  0.63  0.81 -0.63 -0.44
 -0.28  0.05  0.37  0.57]","[-0.26129666 -0.08333333 -0.12401884 -0.36434109 -0.29268293 -0.34770889
 -0.0971223  -0.08548708 -0.19786096 -0.35983264 -0.5        -0.38912134
 -0.36986301 -0.26817043 -0.22292994 -0.06736842 -0.16488223 -0.2690583
 -0.39802632 -0.4221219  -0.4373673  -0.34975369 -0.08994709 -0.11015737
 -0.18335501 -0.20740741 -0.378119   -0.3736952 ]","[0.04278433 0.04438861 0.03931556 0.03099058 0.04310926 0.03442047
 0.04220895 0.04442457 0.03205695 0.0426752  0.04564355 0.03440234
 0.04110036 0.03410298 0.05501309 0.03237058 0.04564113 0.04560524
 0.03720443 0.03045578 0.02930022 0.04649467 0.04182582 0.03759329
 0.03544957 0.05953468 0.04055815 0.04238091]",[1.14502652 0.4030712 ],0.42857142857142855,0.6071428571428571,0.9642857142857143,0.4642857142857143,0.6785714285714286,1.0,"[-0.86210231  0.33720424  0.32198979  1.12709142 -0.84029263  0.11881376
  0.21390103 -0.04934555 -0.36901243  3.18345295 -0.2153781   0.59206493]","[-0.33644102  1.69675082  0.4350653  -0.00455832  1.43840826  0.7499745
 -0.06233577  1.49200059  0.28111123  0.7359898   1.41348347  0.74946323]","[-1.30819348  0.88079171  0.3525598   1.58346086  0.16112019 -1.04749844
  0.39816024  1.29703521 -0.53215063  1.19890698 -0.25071081  1.10624837]","[-0.34309135  1.71367104  0.4324779  -0.02240733  1.79999913  0.27181717
 -0.06274035  1.65255732  0.25000394  0.65129363  1.40000359  0.67258972]"
"[-0.03591466  1.53534181  0.70954001  0.18755432  1.73385255  0.39414395
  0.24342156  1.6338558   0.41061184  0.33919398  1.79881816  0.50189309]","[1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.41 1.41 1.41 1.41 1.41 1.41
 1.41 1.41 1.41 1.68 1.68 1.68 1.68 1.84 1.84 1.84 1.84 1.84 1.84 1.84
 1.84]","[-0.76 -0.62 -0.36 -0.08  0.08  0.21  0.56  0.75 -0.84 -0.5  -0.35 -0.12
 -0.06  0.1   0.41  0.64  0.76 -0.53 -0.03  0.34  0.81 -0.82 -0.58 -0.4
 -0.18  0.17  0.25  0.47  0.83]","[-0.06878307  0.05321101 -0.08146399 -0.17322835 -0.18932656 -0.05585586
 -0.08719346  0.09927361  0.01043841 -0.00112486 -0.05980066 -0.16147309
 -0.16375546 -0.20789779  0.03703704  0.04347826  0.19437939  0.01075269
 -0.15279241 -0.15811088  0.31673582 -0.14133333  0.03218646 -0.07129799
 -0.10397946 -0.11460674 -0.16431925 -0.13001605  0.27524752]","[0.05131263 0.04277461 0.0342462  0.04369706 0.03500146 0.04238137
 0.0367701  0.03462257 0.04568868 0.0335389  0.04068402 0.05252617
 0.03259491 0.03333528 0.04807951 0.03335745 0.03356661 0.03919082
 0.03208022 0.04474433 0.03527561 0.05112142 0.03329757 0.0426481
 0.03563451 0.04709219 0.06758751 0.03972409 0.04278055]",[0.08046277 0.55848194],0.1724137931034483,0.4482758620689655,0.9310344827586207,1.0,1.0,1.0,"[-0.01485315  0.71734222  0.08102663 -3.40470212 -1.13165094 -0.44052712
  0.16310591 -1.40623009 -1.68986753 -3.71642057 -1.75057437 -3.31087815]","[-0.03874551  1.79999999  0.74982791  0.12895113  1.68300374  0.25465733
  0.24823082  1.55205197  0.31740704  0.21308992  1.70979817  0.26328532]","[ 0.65556537  1.29985064 -1.32066068 -0.64745504 -0.75827289 -0.28876497
 -0.22606954 -0.69087832 -0.33380445 -0.53054226  0.00401617 -0.50342202]","[-0.00866793  1.79999871  0.25000003  0.14662155  1.63603615  0.25000004
  0.21046671  1.53235015  0.26247731  0.25638804  1.79991579  0.35442896]"
"[-0.13265945  1.5710794   0.37211794 -0.55404828  1.60549439  0.4447116
 -0.2575154   1.59725222  0.43629772  0.0078035   1.67850163  0.47551682]","[1.26 1.26 1.26 1.26 1.26 1.26 1.26 1.26 1.54 1.54 1.54 1.54 1.54 1.54
 1.77 1.77 1.77 1.77 1.77 1.77 1.77 1.77 1.99 1.99 1.99 1.99 1.99 1.99
 1.99 1.99 1.99]","[-0.81 -0.44 -0.37 -0.15  0.13  0.38  0.46  0.84 -0.66 -0.42 -0.04  0.11
  0.34  0.74 -0.71 -0.55 -0.41 -0.15  0.12  0.31  0.46  0.76 -0.76 -0.6
 -0.34 -0.18  0.08  0.24  0.32  0.48  0.69]","[ 0.11396469  0.08169935  0.11764706  0.12       -0.04265403 -0.28783383
 -0.22093023 -0.5249501   0.20164609  0.14       -0.05806452 -0.10947109
 -0.2375     -0.62923351  0.20179372  0.15808824  0.14847162  0.05349794
 -0.10763209 -0.15696649 -0.24705882 -0.60104987  0.14855072  0.11138015
  0.10876452  0.12305854 -0.04954128 -0.09045226 -0.12840467 -0.21475054
 -0.32620321]","[0.03980313 0.04028747 0.03406152 0.05731783 0.04863494 0.05216817
 0.03718257 0.03802582 0.06283229 0.04428092 0.05670036 0.03486075
 0.05430221 0.0328141  0.06558735 0.0423355  0.03267473 0.04529596
 0.03109885 0.04147547 0.03715947 0.04094485 0.04209058 0.03457795
 0.03230285 0.03430234 0.0427827  0.04992    0.03571599 0.04548801
 0.06912716]",[1.27234787 0.46355069],0.5483870967741935,0.7741935483870968,1.0,0.5483870967741935,0.7419354838709677,1.0,"[ 0.53728386 -0.48738852 -0.44628673 -0.11887988 -0.26810982 -0.86651981
 -0.37152345 -0.28552784  0.66869129 -0.07247001 -0.74536397  1.04206855]","[-0.12395181  1.55122344  0.34306802 -0.55963704  1.59885287  0.40640035
 -0.34355716  1.55196073  0.61724822  0.00285069  1.40001412  0.74964455]","[-0.54903415 -0.25232077  0.8944796  -1.01566027  0.02692693  0.43246564
 -4.69605548 -0.18734255  0.65155639 -0.7515015   0.5895133  -0.45876433]","[-0.14852958  1.55520642  0.46308267 -0.61552774  1.6063596   0.47043821
 -0.44303543  1.54202792  0.74999967 -0.011911    1.79940758  0.2500025 ]"
"[0.29226847 1.56992887 0.45626661 0.20403648 1.65602485 0.49552816
 0.38050046 1.55175005 0.38738559 0.13786249 1.51523006 0.67373033]","[1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.5  1.5  1.5  1.5  1.5
 1.5  1.5  1.5  1.5  1.79 1.79 1.79 1.79 1.79 1.79 1.99 1.99 1.99 1.99
 1.99]","[-0.67 -0.56 -0.44 -0.18  0.04  0.19  0.44  0.47  0.68 -0.76 -0.5  -0.46
 -0.18 -0.07  0.14  0.42  0.62  0.77 -0.6  -0.32 -0.14  0.18  0.44  0.7
 -0.72 -0.47  0.01  0.24  0.69]","[ 0.18449612  0.12643678  0.15625     0.06770833  0.08724832  0.02295082
  0.19101124  0.13636364  0.32        0.29986053  0.13785558  0.13034826
  0.03030303  0.09569378 -0.02413793  0.17547569  0.33333333  0.53398058
  0.14009662  0.12716763  0.05521472  0.06484642  0.26970954  0.38983051
  0.17630854  0.10893855  0.066313    0.1496063   0.31273177]","[0.03869902 0.03363109 0.0411549  0.03600158 0.04711801 0.04047815
 0.04247746 0.03048542 0.03716077 0.03562715 0.04633141 0.03127489
 0.04101165 0.04868713 0.04151064 0.03200833 0.04489567 0.03401087
 0.04866262 0.03770567 0.03910328 0.05829766 0.06202853 0.02997231
 0.0365321  0.03714934 0.03633769 0.03923717 0.03339465]",[0.5447929  0.61933133],0.5172413793103449,0.7931034482758621,0.9655172413793104,0.7931034482758621,0.8620689655172413,0.9655172413793104,"[ 0.90087218  0.8586912   0.92373195  0.01171898 -0.71586021  0.09940893
  0.08856034 -0.16809015 -0.68863671 -0.89731186 -0.38623055 -1.45455549]","[0.33391585 1.60526526 0.54039725 0.20504495 1.56293726 0.51619915
 0.3849161  1.54419944 0.34861672 0.08622632 1.40001019 0.30038148]","[ 0.04426167  0.26294819  0.03121191 -0.43622061 -1.22238409 -0.67748935
 -0.34641299 -0.39784171 -1.5165532  -1.01676129 -0.3114549  -1.18006411]","[0.29399245 1.57993297 0.45836349 0.17800104 1.52477705 0.40931422
 0.3636916  1.53558991 0.30986002 0.09016295 1.4000027  0.26436542]"
"[ 0.61012738  1.78809531  0.61609115  0.26148316  1.4198189   0.68951316
 -0.03961866  1.67071502  0.2901114  -0.54673752  1.4476551   0.39711411]","[1.22 1.22 1.22 1.22 1.22 1.52 1.52 1.52 1.52 1.52 1.52 1.52 1.76 1.76
 1.76 1.76 1.76 1.76 1.76 1.93 1.93 1.93 1.93 1.93 1.93 1.93 1.93]","[-0.76 -0.42  0.01  0.27  0.64 -0.66 -0.59 -0.34  0.07  0.33  0.38  0.84
 -0.68 -0.54 -0.22 -0.03  0.3   0.5   0.76 -0.71 -0.45 -0.24 -0.04  0.12
  0.3   0.45  0.71]","[0.18595041 0.03362832 0.2983871  0.55617978 0.45041322 0.12071156
 0.08045977 0.12093628 0.4612069  0.6391231  0.63255814 0.30024814
 0.22866894 0.26857143 0.28957529 0.32612056 0.60273973 0.64
 0.42561983 0.24105012 0.2208589  0.24829157 0.38706016 0.47919463
 0.55656109 0.53909465 0.4552381 ]","[0.04466178 0.04204652 0.06060731 0.0440462  0.04058274 0.03538549
 0.03562122 0.03579624 0.04119153 0.03158333 0.03735033 0.04751521
 0.03283548 0.0420401  0.04205499 0.03716469 0.03812695 0.0485963
 0.04113191 0.04741265 0.05401719 0.04623283 0.0310648  0.03215676
 0.02794305 0.02701503 0.03885892]",[0.09157034 0.98178591],0.48148148148148145,0.7407407407407407,0.9259259259259259,1.0,1.0,1.0,"[ 5.17323207e-01 -7.49660055e-04  3.30704168e-01 -8.44586133e+00
  5.15620310e-01 -1.25098220e+00 -1.37399637e+00 -7.39694191e-01
  1.21033478e+00 -1.96743589e+00 -1.84341662e-01  1.61494350e+00]","[ 0.68034372  1.78792391  0.70330195  0.07237919  1.46249958  0.25000008
 -0.13119695  1.40000067  0.74785996 -0.78350317  1.40000003  0.57795249]","[-0.28670223  0.03312703 -0.34806389 -0.70352395  0.88409895 -1.68638631
 -0.20729037 -0.60610798  0.15610526  0.01152388  0.22385756  0.26814371]","[ 0.48715991  1.79983003  0.49103798  0.08965702  1.66248175  0.25000003
 -0.13284693  1.45104451  0.33577068 -0.53392298  1.50859055  0.49130569]"
"[-0.14029252  1.71759917  0.3493033   0.4027753   1.57688189  0.31568012
  0.42992869  1.69886009  0.38927101  0.05883235  1.5086851   0.4692804 ]","[1.29 1.29 1.29 1.29 1.44 1.44 1.44 1.44 1.69 1.69 1.69 1.69 1.69 1.69
 1.69 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95]","[-0.64 -0.21  0.04  0.46 -0.67 -0.17  0.18  0.76 -0.79 -0.6  -0.15 -0.07
  0.34  0.41  0.73 -0.67 -0.54 -0.27 -0.15  0.15  0.27  0.6   0.66]","[-0.25991189 -0.22566845 -0.17068063  0.04179104 -0.32763533 -0.35925926
 -0.24310777  0.36427567 -0.36374002 -0.33333333 -0.43349754 -0.375
 -0.20441989 -0.15075377  0.30058939 -0.25906736 -0.34474328 -0.27575758
 -0.35045872 -0.22413793 -0.19413919  0.07725322  0.0460251 ]","[0.06409127 0.03185988 0.03188441 0.03859962 0.05042992 0.04016016
 0.0343376  0.03492615 0.03145454 0.05237828 0.04472356 0.04379781
 0.0420079  0.0495526  0.04227439 0.03476204 0.04641558 0.03741572
 0.0401186  0.06398283 0.04198181 0.04618567 0.04569047]",[1.52494949 0.31900104],0.5217391304347826,0.6956521739130435,1.0,0.391304347826087,0.4782608695652174,0.9130434782608695,"[-0.16101431  0.46883991 -0.08597825  1.06193369 -0.08537362  1.09740464
 -1.29060786 -1.18812788 -1.22049037  1.00312162  0.72037083 -0.68596838]","[-0.14434262  1.74107042  0.3430112   0.4758415   1.57189724  0.38149325
  0.36012235  1.64706055  0.31794282  0.10062274  1.60640082  0.25000015]","[-0.44479147  0.20600945  0.57032462  2.19969282 -0.70558964  1.88064879
  0.53480185  0.17252842  0.53204979  1.59824197 -0.40407719 -0.45411807]","[-0.15684823  1.79999993  0.41482508  0.60468683  1.40000001  0.46578546
  0.59036912  1.72184575  0.61116406  0.15362032  1.4         0.25542155]"
"[-0.4196416   1.60959344  0.33240631 -0.20241536  1.68629285  0.61685334
  0.48875904  1.47736063  0.53457146 -0.2221632   1.78534989  0.71241521]","[1.26 1.26 1.26 1.26 1.26 1.26 1.26 1.26 1.41 1.41 1.41 1.41 1.41 1.41
 1.41 1.41 1.41 1.75 1.75 1.75 1.75 1.75 1.75 1.8  1.8  1.8  1.8  1.8
 1.8  1.8 ]","[-0.66 -0.52 -0.36 -0.1   0.2   0.37  0.42  0.65 -0.83 -0.55 -0.41 -0.15
  0.09  0.17  0.44  0.62  0.66 -0.61 -0.48 -0.2   0.03  0.42  0.67 -0.81
 -0.48 -0.24 -0.07  0.27  0.6   0.69]","[-0.16618636 -0.29644269 -0.3901919  -0.3875396  -0.39941691 -0.4214876
 -0.37042925 -0.26639893 -0.12307692 -0.41044776 -0.53246753 -0.63398693
 -0.5399061  -0.57184751 -0.5044843  -0.43638851 -0.47856315 -0.42260209
 -0.53401361 -0.62676056 -0.61492537 -0.47928994 -0.49554896 -0.19703704
 -0.48734177 -0.51655629 -0.68032787 -0.54359926 -0.46813187 -0.41025641]","[0.0305628  0.06004352 0.04251553 0.0299562  0.04950089 0.05829351
 0.0370361  0.0352659  0.05025198 0.03938739 0.05569235 0.04420912
 0.04078172 0.02564877 0.02890947 0.03327876 0.02988928 0.02792963
 0.03486684 0.03269501 0.03046571 0.04773823 0.03345645 0.03773546
 0.04912197 0.04927184 0.04691962 0.03615314 0.04142656 0.02980868]",[1.1152032  0.24881047],0.6333333333333333,0.8,0.9,0.3333333333333333,0.5333333333333333,0.8666666666666667,"[ 0.98656274 -0.46236697 -1.67597404  2.14913097 -2.18588722 -3.16679163
  1.81863072  0.25302295  0.46123829  3.08644051 -2.57503518 -1.44384901]","[-0.40269242  1.6047299   0.29694469 -0.13037779  1.52372226  0.29613123
  0.5846922   1.55282793  0.74983251 -0.12028489  1.57240802  0.25000122]","[-1.4756658   1.23671286  1.71798863  3.92742373 -1.07873507 -3.7726559
 -1.63435931  1.56304729 -1.33777069  0.6111672   0.04190252 -0.88919172]","[-0.57496724  1.67374702  0.48919763 -0.1179522   1.58384699  0.25
  0.30821414  1.62771488  0.35881315 -0.17057966  1.8         0.36998807]"
"[ 0.19119369  1.46437728  0.28283033 -0.20940262  1.64898793  0.67910932
  0.51895431  1.58892182  0.66476827 -0.51895431  1.68447381  0.74746818]","[1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.42 1.42 1.42 1.42 1.42
 1.42 1.42 1.76 1.76 1.76 1.76 1.76 1.89 1.89 1.89 1.89 1.89 1.89 1.89]","[-0.71 -0.61 -0.32 -0.23 -0.03  0.18  0.46  0.59  0.72 -0.66 -0.44 -0.2
 -0.03  0.36  0.59  0.68 -0.75 -0.49 -0.08  0.47  0.62 -0.75 -0.52 -0.21
  0.04  0.35  0.56  0.74]","[ 0.25817362  0.17460317  0.03174603  0.06930693  0.03056769  0.05766871
  0.2063854   0.16635514  0.23569794  0.27122153  0.13211845  0.13541667
  0.07167235  0.27300613  0.26769231  0.34782609  0.35612536 -0.00653595
 -0.03186275  0.14545455  0.17099567  0.25721455  0.04014599 -0.01955307
 -0.05699482  0.05177994  0.16296296  0.08130081]","[0.03243841 0.03440607 0.05140853 0.04963223 0.0467051  0.03497018
 0.03304061 0.04263135 0.04648876 0.04379604 0.03345253 0.03575201
 0.05827038 0.03767531 0.05344561 0.04887365 0.04987662 0.05716497
 0.03498923 0.05446275 0.03241306 0.03423003 0.04268344 0.03736461
 0.03593228 0.04017194 0.04245789 0.06354661]",[0.60768586 0.55352907],0.5357142857142857,0.75,1.0,0.7857142857142857,0.8571428571428571,1.0,"[-0.93868403  0.70386666 -0.58598319  3.35150364  0.71802676 -0.9457985
  0.18348597 -0.09118968  0.19863637  5.50430897 -0.43556011 -5.52320415]","[ 0.1806626   1.4779704   0.26917061 -0.10293919  1.72278674  0.25000548
  0.53197628  1.56353309  0.74956675 -0.23136305  1.6545764   0.26070485]","[-1.47802412  0.23898    -0.6525352   0.30434581 -0.08269918  0.10594372
 -0.54750752 -0.25109552 -0.35399665  1.56983749 -0.01481194 -0.71307328]","[ 0.16595433  1.46929975  0.26125267 -0.12350935  1.62590787  0.72007549
  0.37159273  1.5142261   0.54376208 -0.25133317  1.67968948  0.47100095]"
"[-0.41972182  1.52334911  0.26290857  0.21925766  1.503003    0.73697779
  0.20672866  1.75883163  0.60287004  0.25684469  1.56569079  0.60095597]","[1.36 1.36 1.36 1.36 1.36 1.43 1.43 1.43 1.43 1.43 1.43 1.43 1.76 1.76
 1.76 1.76 1.76 1.8  1.8  1.8  1.8  1.8  1.8  1.8  1.8 ]","[-0.57 -0.47 -0.08  0.25  0.74 -0.8  -0.53 -0.23  0.02  0.26  0.48  0.75
 -0.81 -0.24 -0.1   0.35  0.73 -0.69 -0.57 -0.23 -0.11  0.2   0.29  0.45
  0.78]","[-0.5154185  -0.47549669 -0.57090909 -0.5368171  -0.42538071 -0.69917012
 -0.6        -0.58171745 -0.70498084 -0.60606061 -0.63151207 -0.45750873
 -0.49013657 -0.44802867 -0.46180556 -0.54098361 -0.33992583 -0.39896373
 -0.34533552 -0.45833333 -0.45989848 -0.42444444 -0.47081712 -0.41772152
 -0.12107623]","[0.05687701 0.0320162  0.02858401 0.02907578 0.02883616 0.02302716
 0.02644718 0.03027128 0.03104199 0.05652793 0.02763881 0.03033929
 0.03395449 0.05352353 0.03695755 0.04815742 0.03306454 0.0295182
 0.03796681 0.04535538 0.02829312 0.0301818  0.03891353 0.02950915
 0.04700302]",[0.96725105 0.21378062],0.4,0.64,0.88,0.4,0.48,0.8,"[ 2.03428398  1.70143777 -0.5273615  -0.84327836  1.40251348 -1.50944338
 -1.9049556   0.10471835 -2.93266874 -3.74811653  0.43456252 -1.01329985]","[-0.40803017  1.53247537  0.25        0.13797138  1.59344293  0.32406008
  0.14283845  1.79999995  0.34269212  0.16275719  1.58754493  0.25000056]","[-4.26697755 -0.48434266  4.03828011 -2.90426896 -0.31928747 -6.18982924
  0.23038331 -0.67023     0.55709809 -1.25707392 -0.66311659 -1.00834112]","[-0.64098395  1.40000042  0.45375049  0.13879471  1.40000009  0.25000002
  0.26858298  1.54977616  0.74641503  0.1963517   1.4         0.2576525 ]"
"[-0.24986915  1.63044239  0.2848028   0.41016257  1.74630511  0.28121106
 -0.01414354  1.48570702  0.37787525 -0.33473037  1.66022946  0.27037019]","[1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.46 1.46 1.46 1.46 1.46 1.46
 1.46 1.46 1.66 1.66 1.66 1.66 1.66 1.66 1.66 1.94 1.94 1.94 1.94 1.94
 1.94]","[-0.65 -0.53 -0.42 -0.11  0.05  0.37  0.47  0.73 -0.65 -0.52 -0.33 -0.09
  0.14  0.22  0.54  0.77 -0.63 -0.51 -0.35  0.02  0.13  0.58  0.81 -0.83
 -0.45 -0.06  0.14  0.51  0.83]","[-0.27186761 -0.26436782 -0.2046332  -0.17977528 -0.07356322 -0.04243743
  0.05352798  0.03448276 -0.60627178 -0.48275862 -0.55971897 -0.27027027
 -0.04716981 -0.10538642  0.02202643 -0.00507614 -0.86466165 -0.88194444
 -0.73188406 -0.39271255 -0.16224189  0.09433962  0.02245989 -0.58113208
 -0.54228856 -0.33536585  0.02089552  0.14716981  0.14848883]","[0.03308575 0.03655632 0.03511564 0.07373201 0.03381132 0.03295724
 0.034829   0.06561417 0.03319341 0.05749603 0.04010276 0.06461786
 0.06860383 0.04812391 0.04692094 0.03186224 0.03080134 0.02777476
 0.02900355 0.04137752 0.05359296 0.0483477  0.03269525 0.03534962
 0.03421528 0.05201811 0.03862494 0.03508016 0.03584811]",[0.30783583 0.44305075],0.4827586206896552,0.5862068965517241,0.896551724137931,0.3793103448275862,0.6206896551724138,1.0,"[ 0.09945511  1.71598459 -1.53272869  2.38916869  0.51311945  2.07239648
 -0.7864599   1.16780664  1.32991467  1.52808951  1.26041764 -0.2468974 ]","[-0.2488434   1.65072868  0.26487427  0.50258093  1.76078339  0.35028006
 -0.05633545  1.79692148  0.74929252 -0.28542437  1.70779164  0.25      ]","[-0.23011674  1.52987414 -0.80968343  0.99589846  0.16238749  0.94539215
 -0.52046123  0.7857705   0.64852401  0.1481812   0.53862753  0.61993622]","[-0.25434819  1.65693417  0.25298981  0.55720432  1.78166809  0.36249905
 -0.09787111  1.79999808  0.5889478  -0.32416923  1.79999998  0.31540486]"
"[ 0.12913861  1.66459917  0.67973477 -0.37176266  1.62717233  0.43411647
  0.30132342  1.43253345  0.36735751 -0.12913861  1.71355675  0.50178556]","[1.28 1.28 1.28 1.28 1.28 1.28 1.28 1.28 1.28 1.58 1.58 1.58 1.58 1.58
 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.89 1.89 1.89 1.89 1.89 1.89 1.89
 1.89 1.89]","[-0.68 -0.5  -0.46 -0.22 -0.03  0.12  0.43  0.58  0.77 -0.75 -0.3  -0.14
  0.17  0.56 -0.82 -0.39 -0.16  0.08  0.26  0.41  0.84 -0.78 -0.61 -0.33
 -0.24  0.03  0.2   0.33  0.58  0.79]","[ 0.35779817  0.10743802  0.06258693 -0.00952381 -0.08064516 -0.0885751
 -0.12252964 -0.12091503  0.01525054  0.38677918  0.03711133 -0.04280156
 -0.10939908 -0.07738095  0.53314121  0.05405405 -0.00755668 -0.00666667
 -0.06493506 -0.13541667 -0.10769231  0.40223464  0.27066451  0.19298246
  0.15254237 -0.02050114 -0.02844639 -0.06397306 -0.08294931 -0.06716418]","[0.06324485 0.05218259 0.03722059 0.03983915 0.04003016 0.03568789
 0.06239573 0.04012602 0.03300108 0.03458417 0.0316485  0.06232112
 0.03901783 0.0314026  0.04541707 0.06701748 0.05018713 0.05773374
 0.04642602 0.04128286 0.05034248 0.04838761 0.03875579 0.0649817
 0.05754087 0.03374127 0.0467591  0.03343264 0.04783611 0.06094679]",[2.31825573 0.31743052],0.5333333333333333,0.7333333333333333,1.0,0.5666666666666667,0.8666666666666667,1.0,"[-0.00391154  0.43789013 -0.14139176 -0.49952593  0.60888522  0.43710725
  0.16445523 -0.00962829  0.08938485  2.70619682 -0.30821665 -0.70232385]","[ 0.12891018  1.79999995  0.62133311 -0.52815724  1.79873222  0.62189741
  0.31642906  1.43056157  0.37838764 -0.04391952  1.62595378  0.25      ]","[-1.38061496  0.42216023 -1.64501442 -5.42081279 -0.47299729  0.74090472
  0.45658106  0.03081314  0.74497956  0.02683273 -0.82298852  0.16237248]","[ 0.08703743  1.8         0.41853897 -0.63466445  1.48049633  0.75
  0.38049848  1.43916653  0.52064043 -0.12487819  1.4         0.55695711]"
"[-0.13600784  1.45762569  0.68652319 -0.55118967  1.44326982  0.30316424
  0.59413951  1.71904439  0.32045418  0.45097336  1.41271739  0.4992676 ]","[1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.45 1.45 1.45 1.45 1.45 1.45
 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.69 1.91 1.91 1.91 1.91 1.91 1.91
 1.91 1.91 1.91]","[-0.85 -0.57 -0.26 -0.03  0.07  0.41  0.54  0.78 -0.77 -0.45 -0.08  0.11
  0.51  0.73 -0.76 -0.53 -0.37 -0.12  0.16  0.34  0.56  0.7  -0.85 -0.66
 -0.36 -0.14  0.08  0.12  0.38  0.61  0.7 ]","[ 0.65217391  0.48434622  0.05728314 -0.28744939 -0.32339791 -0.62929062
 -0.66920152 -0.41680961  0.67027677  0.31182796 -0.2195122  -0.45454545
 -0.70845481 -0.51923077  0.61875     0.27950311  0.01383648 -0.32423924
 -0.56321839 -0.63084112 -0.49411765 -0.25287356  0.41196013  0.26834862
 -0.05022831 -0.26605505 -0.4010989  -0.4479638  -0.42635659 -0.27638191
 -0.09383378]","[0.02671843 0.03754454 0.04038924 0.03047154 0.03653008 0.02628817
 0.03239987 0.03764668 0.02574355 0.02970634 0.05386904 0.03654683
 0.0269459  0.03747818 0.0439157  0.0436881  0.03546295 0.03064314
 0.05114719 0.03750512 0.03333978 0.05186341 0.03713782 0.03262219
 0.04772154 0.06528746 0.03395051 0.03472209 0.03982082 0.03933307
 0.03645106]",[0.51944861 0.68489551],0.7096774193548387,0.8709677419354839,1.0,0.7419354838709677,0.9354838709677419,1.0,"[ 0.39556209 -0.20926855 -0.5411908   0.1308926  -0.6584548  -0.00277088
  0.3686036  -0.06322286 -0.22643275  0.88434111 -0.03401614  0.44053859]","[-0.10120673  1.41029116  0.48811785 -0.5440816   1.42176657  0.30307316
  0.61023537  1.71765094  0.31304886  0.70063939  1.40000268  0.70917073]","[ 0.65618569  0.0089297  -0.68850369  0.01190886 -0.53230649  0.12368641
  0.54497355  0.15820442  0.32680096  0.37391735 -0.05122604  0.2604735 ]","[-0.09531437  1.46061765  0.44742626 -0.55035618  1.42273919  0.30776679
  0.62794169  1.72301689  0.33248751  0.603734    1.40005457  0.61087162]"
